Customer ID,Customer Name,Address,Country,Transaction Timestamp,Transaction Amount,Transaction Location,Payer Customer ID,Payee Customer ID,Risk Profile,Account Number,Account Type,Channel,Account Status,Base Balance,Currency
150,Mark Ortiz,"4410 Mariah Underpass, South Arthurchester, ID 49549",UK,2024-09-07 18:57:04.373237,4407.5,UK,150,436,Low,100000150,Savings,Online,Closed,28586.0,EUR
684,Ricardo Blair,"USNV Diaz, FPO AE 48223",USA,2024-09-06 06:43:04.101776,1408.37,USA,684,481,Low,100000684,Current,Branch,Inactive,67195.68,INR
500,Jeremiah Fox,"3494 Michael Walk, North Stephen, IL 41159",UK,2024-09-14 10:19:04.259086,3251.21,UK,500,842,Medium,100000500,Savings,Mobile,Active,98634.86,GBP
172,Nicholas Small,"6455 Joseph Forges Apt. 136, Debrabury, MN 87381",UK,2025-01-30 15:08:04.155906,2912.23,UK,172,41,Medium,100000172,Savings,ATM,Active,2642.2,GBP
429,Sarah Martinez,"47507 Thomas Fords Apt. 697, Lake Bradleyton, KY 97751",UK,2024-08-30 05:08:04.029357,3973.2,UK,429,551,Low,100000429,Savings,Mobile,Active,35740.59,GBP
293,Brian Smith,"502 Flores Mountain Suite 279, Rileyburgh, MS 24595",Germany,2024-10-02 10:19:04.056413,4504.9,Germany,293,96,High,100000293,Current,Online,Active,82437.46,USD
877,Nicholas Clay,"80522 Cisneros Port Suite 987, West Michaelborough, MO 30392",India,2025-03-30 03:43:04.208664,1358.05,India,877,483,Medium,100000877,Savings,ATM,Inactive,71881.25,EUR
468,Jessica Gomez,"823 Katie Estate, Pinedaland, PW 58748",USA,2024-10-02 01:56:04.139027,3019.05,USA,468,812,High,100000468,Current,Online,Inactive,86991.31,INR
43,Michael Hodges,"162 Diaz Ford Suite 619, Lake Allison, WV 08518",UK,2025-02-03 11:22:04.375125,4757.93,UK,43,303,Low,100000043,Savings,Online,Active,4404.46,INR
723,Roberto King,"628 Jackson Rest Apt. 784, New Jim, UT 57513",USA,2024-09-23 03:15:04.257377,2216.48,USA,723,927,High,100000723,Fixed Deposit,ATM,Inactive,7583.13,EUR
723,Roberto King,"628 Jackson Rest Apt. 784, New Jim, UT 57513",USA,2025-03-12 06:02:04.574765,2809.29,USA,723,719,High,100000723,Fixed Deposit,Branch,Inactive,7583.13,EUR
946,Kristen Martin,"0779 Brandon Greens, Andreview, MP 16301",USA,2025-03-11 10:25:04.069232,4105.99,USA,946,630,Medium,100000946,Savings,ATM,Active,2088.59,USD
884,Sean Brown,"022 Tucker Plains, South Rebecca, FM 04586",UK,2024-07-05 05:02:04.536791,2077.06,UK,884,688,High,100000884,Savings,Mobile,Closed,11306.75,EUR
956,Charles Dodson,"Unit 7108 Box 7459, DPO AA 44504",Germany,2024-09-13 02:56:04.438385,1520.11,Germany,956,113,Medium,100000956,Savings,ATM,Closed,38930.71,EUR
288,Alex Frost,"22425 Rice Spur Suite 119, Port Cassandraview, IL 25110",India,2024-07-08 07:53:04.105245,2351.36,India,288,292,Medium,100000288,Current,ATM,Inactive,54721.82,USD
468,Jessica Gomez,"823 Katie Estate, Pinedaland, PW 58748",USA,2025-03-10 21:38:04.272741,7465.5,Unknown,468,473,High,100000468,Current,ATM,Inactive,86991.31,INR
199,Julie Decker,"USCGC Eaton, FPO AP 52264",Canada,2025-02-04 01:48:04.355299,3569.83,Canada,199,422,Low,100000199,Fixed Deposit,Online,Inactive,88821.56,USD
170,James Kelley,"05072 Misty Street Suite 581, Floreston, CO 11284",Canada,2025-04-29 22:38:04.329991,4904.29,Canada,170,800,High,100000170,Current,Online,Active,59498.4,USD
100,Kathleen Patterson,"7951 Michelle Ramp Suite 696, New Veronicaburgh, IL 97366",UK,2024-10-15 21:44:04.269908,3207.67,UK,100,100,Low,100000100,Current,Branch,Active,11681.25,GBP
696,Adam Dixon,"132 Valerie Squares, Ericfort, MT 81239",USA,2024-06-23 14:18:04.344622,3739.89,USA,696,963,High,100000696,Current,Mobile,Closed,61451.38,INR
574,Nicole Friedman,"9698 John Inlet, Hesterbury, AL 33006",India,2024-08-15 10:46:04.090948,1824.5,India,574,591,High,100000574,Savings,Mobile,Closed,62586.58,EUR
560,Sherri Hill,"08394 Jose Fort Apt. 590, Millerborough, CT 53218",USA,2024-11-11 05:49:04.171036,1535.83,USA,560,438,High,100000560,Fixed Deposit,Branch,Inactive,62410.65,GBP
673,Jamie Stewart,"352 Mercado Centers, Barbaramouth, OK 94689",Canada,2025-05-09 01:10:04.007208,1938.44,Canada,673,687,Medium,100000673,Current,Mobile,Closed,8943.14,USD
715,Rachel Jordan,"19929 Blake Fields, Millershire, VI 30122",UK,2025-03-02 07:14:04.618090,3446.86,UK,715,713,Low,100000715,Current,Branch,Active,35537.96,EUR
317,Heather Gardner,"1448 Gill Falls Apt. 277, Smithborough, NJ 58700",Germany,2024-12-23 03:26:04.597490,2712.18,Germany,317,858,Low,100000317,Current,Online,Inactive,41486.34,INR
825,Angel Brown,"215 Mendoza Greens, West Michael, NM 72073",USA,2024-07-28 23:42:04.225414,3881.56,USA,825,905,Medium,100000825,Fixed Deposit,ATM,Active,54202.16,USD
880,Ann Wilson,"15205 Adkins Place Apt. 290, South Lindachester, WI 83065",India,2024-06-11 11:19:04.346302,1516.22,India,880,249,Medium,100000880,Fixed Deposit,Online,Inactive,22975.24,EUR
771,Lucas Weaver,"169 Jason Lakes, Lake Pamela, AL 44754",India,2025-03-15 06:10:04.420098,858.25,India,771,366,Low,100000771,Current,ATM,Active,11952.54,USD
86,Jason Robinson,"39118 Reginald Extension, Lawsonborough, PA 15371",India,2024-10-10 06:21:04.260827,416.47,India,86,342,Medium,100000086,Savings,ATM,Active,33193.15,INR
375,Connie Marshall,"441 Nichole Gardens Apt. 296, New Hannahberg, WV 98445",Canada,2024-10-14 05:20:04.425617,2458.67,Canada,375,428,Medium,100000375,Savings,Mobile,Active,8047.68,INR
602,Robert Aguilar,"Unit 1808 Box 6068, DPO AA 84906",USA,2025-05-14 05:46:04.045213,3693.02,USA,602,903,High,100000602,Savings,ATM,Closed,28580.44,EUR
73,Shannon Little,"675 Hunter View, Jonesview, WI 12087",Germany,2024-12-08 13:36:04.229381,995.33,Germany,73,342,Low,100000073,Current,Mobile,Active,1546.69,INR
412,Richard Mcdonald,"582 Harris Centers Suite 126, East Kelly, KS 92630",Canada,2025-03-09 01:06:04.231840,1371.32,Canada,412,853,High,100000412,Fixed Deposit,ATM,Inactive,95056.13,INR
659,Lori Smith,"598 Bryant Spurs, Lewisburgh, UT 65019",India,2025-03-31 00:46:04.160814,310.67,India,659,556,Low,100000659,Fixed Deposit,Mobile,Inactive,64945.81,GBP
102,Jennifer Luna,"951 Sanders Orchard, South Alexanderburgh, PR 28061",India,2025-05-14 08:54:04.057212,376.07,India,102,380,High,100000102,Savings,Branch,Closed,64004.63,INR
944,Janet Lane,"247 Higgins Extensions, Port Mallorystad, ME 35208",USA,2025-02-04 19:59:04.253189,4505.66,USA,944,509,Medium,100000944,Fixed Deposit,ATM,Active,83144.44,USD
588,Mr. Ruben Lopez,"2820 Everett Alley, South Peter, RI 78284",India,2024-08-30 13:04:04.298476,3147.24,India,588,421,High,100000588,Savings,Online,Active,13759.09,CAD
766,John Miller,"56310 Sue Valley, North Stephenville, MD 43255",Canada,2024-06-19 09:18:04.606378,4015.5,Canada,766,664,High,100000766,Current,Branch,Closed,57419.08,USD
648,Philip Chavez,"94390 Garcia Meadows, Hutchinsonstad, TN 39973",Germany,2024-07-18 10:54:04.606850,28130.5,Unknown,648,540,High,100000648,Savings,Online,Inactive,68231.13,USD
222,Jonathan Miller,"798 Jackson Rue, Jasmineton, CT 82201",Canada,2025-03-23 11:12:04.618572,2866.58,Canada,222,665,Low,100000222,Fixed Deposit,Branch,Closed,57262.55,GBP
411,Daniel Campbell,"559 Weiss Way, East Calvin, FL 21645",India,2025-04-06 07:33:04.228267,2192.66,India,411,641,High,100000411,Current,Mobile,Inactive,32612.05,USD
477,Nathan Ramirez,"348 Heidi Bypass Suite 379, West Misty, AS 78208",Canada,2024-12-29 09:49:04.603000,2248.2,Canada,477,754,High,100000477,Fixed Deposit,Mobile,Active,8305.86,GBP
717,Mary Evans,"2824 Darrell Trail Suite 401, North Stephen, AZ 84287",UK,2024-06-12 23:56:04.314014,914.76,UK,717,268,High,100000717,Current,Mobile,Inactive,83231.32,EUR
831,Michael Watson,"102 Martin Plains, Samuelfurt, MI 53822",UK,2024-07-01 15:48:04.080441,2744.71,UK,831,693,High,100000831,Current,Online,Active,23235.88,USD
338,Ian Bennett,"8812 Griffin Freeway, Port Michaelfurt, NJ 72611",India,2024-10-18 13:12:04.621178,451.71,India,338,21,Medium,100000338,Current,Mobile,Closed,70662.13,CAD
987,Bobby Simmons,"94631 Mitchell Plains Suite 834, Hoodfurt, KS 10165",Germany,2024-08-28 02:48:04.125054,4117.38,Germany,987,785,Low,100000987,Savings,ATM,Closed,69151.84,CAD
263,Ronald Frank,"858 Weaver Coves Suite 141, New Charles, TN 92480",India,2025-04-02 14:53:04.669907,3290.48,India,263,400,High,100000263,Fixed Deposit,ATM,Inactive,14868.32,USD
960,Chris Hughes,"787 Tiffany Trail, Anthonyfort, MD 88977",Canada,2024-07-25 04:39:04.025497,3255.74,Canada,960,657,Low,100000960,Fixed Deposit,Online,Closed,74065.33,CAD
449,Alexander Roberson,"3064 Gonzalez Shoal Apt. 733, Phillipsstad, MO 37162",India,2024-06-13 18:26:04.625756,4525.72,India,449,460,Low,100000449,Current,Mobile,Inactive,38249.7,GBP
892,Justin Medina,"USS Alvarez, FPO AE 09735",Canada,2024-08-05 05:38:04.067200,165716.0,Unknown,892,729,High,100000892,Fixed Deposit,Mobile,Closed,85713.95,CAD
891,Nicole Klein,"USNS Bird, FPO AE 23927",India,2024-10-26 18:07:04.516068,1710.84,India,891,865,High,100000891,Fixed Deposit,Online,Active,72504.43,USD
67,Robin Knight,"626 Webb River Apt. 052, Port Williamside, MT 29517",Germany,2025-01-11 20:07:04.091371,4260.08,Germany,67,800,Low,100000067,Fixed Deposit,Branch,Active,14951.5,CAD
817,Kyle Wilson,"71613 Joseph Throughway Suite 985, Aimeebury, LA 82834",India,2024-06-13 10:26:04.152094,2288.92,India,817,712,Low,100000817,Current,Branch,Closed,59536.27,INR
328,Shannon Morris,"75274 Snyder Throughway, Port Tammyshire, TX 04486",Germany,2025-05-28 03:24:04.106954,309.13,Germany,328,329,Medium,100000328,Current,Online,Closed,61560.35,GBP
241,Joel Huber,"75147 Roy Lakes, South Chelseachester, DC 29623",USA,2024-07-25 07:54:04.146168,1606.74,USA,241,575,High,100000241,Fixed Deposit,Mobile,Inactive,94105.4,CAD
419,Bradley Evans,"344 Carlson Plain Suite 302, New Johnstad, CT 84618",Germany,2025-01-06 13:43:04.120717,3040.6,Germany,419,573,Medium,100000419,Savings,Branch,Closed,67579.33,INR
146,Haley Salas,"Unit 1215 Box 3855, DPO AA 97914",UK,2025-01-25 22:22:04.138179,3902.23,UK,146,239,Medium,100000146,Current,Branch,Closed,4651.81,INR
106,Christopher Spencer,"PSC 3309, Box 4673, APO AA 42708",India,2024-12-24 18:01:04.163986,3885.36,India,106,784,High,100000106,Fixed Deposit,ATM,Closed,25679.93,EUR
410,Vicki Watts,"251 Michael Port, South Matthewburgh, OH 17716",Germany,2024-11-12 22:48:04.478795,4195.23,Germany,410,425,High,100000410,Fixed Deposit,Branch,Inactive,10037.38,EUR
199,Julie Decker,"USCGC Eaton, FPO AP 52264",Canada,2024-08-24 23:05:04.090089,4992.85,Canada,199,574,Low,100000199,Fixed Deposit,Online,Inactive,88821.56,USD
720,Janet Watkins,"1820 Matthew Well Suite 591, Wellsberg, PR 28268",India,2024-12-20 16:20:04.439357,2356.49,India,720,85,Low,100000720,Current,Branch,Inactive,73355.88,INR
144,Jason Mayer,"84267 Santos Pines Apt. 997, Hamptonmouth, TX 54461",UK,2025-01-24 03:22:04.575272,1976.41,UK,144,615,Low,100000144,Savings,ATM,Closed,30786.95,EUR
565,Miss Megan Patel,"71421 Nichols Knolls, West Brandi, MP 55882",USA,2024-08-04 14:39:04.427239,3319.67,USA,565,912,High,100000565,Savings,ATM,Active,35708.17,CAD
278,Kathleen Stewart,"2949 Williams Underpass Apt. 826, Port Kelseymouth, AL 47740",UK,2025-02-13 17:49:04.053088,681.27,UK,278,175,High,100000278,Savings,Mobile,Closed,65346.43,EUR
917,David Smith,"PSC 3639, Box 9007, APO AA 61382",UK,2025-01-03 05:19:04.617063,3770.77,UK,917,824,Medium,100000917,Fixed Deposit,Mobile,Inactive,30152.11,GBP
415,Ethan Salazar,"821 Armstrong Union Suite 620, South Stephanie, LA 75841",UK,2024-10-13 09:06:04.022457,3392.48,UK,415,25,Low,100000415,Fixed Deposit,Online,Closed,63551.88,GBP
689,Christina Rice,"56728 Wallace Burgs Suite 131, Emmahaven, PA 29383",Canada,2024-10-12 02:57:04.619561,3071.5,Canada,689,309,Medium,100000689,Fixed Deposit,Branch,Closed,77179.8,EUR
294,Erika Hood,"96220 Myers Keys Apt. 035, Thomasmouth, NJ 65432",Germany,2024-09-24 11:36:04.348458,4682.68,Germany,294,117,Medium,100000294,Fixed Deposit,Mobile,Active,36658.87,GBP
632,Michael Martin DDS,"4677 Blake Route, Jackborough, NY 25801",UK,2024-07-02 22:22:04.052281,1528.18,UK,632,900,Medium,100000632,Current,Mobile,Inactive,89625.48,INR
131,Adam Cummings,"4851 Watson Port, Port Benjamin, NC 24700",India,2024-11-07 01:03:04.364940,2809.41,India,131,243,Medium,100000131,Current,Mobile,Active,42323.69,INR
913,Christina Johnson,"Unit 1613 Box 5134, DPO AE 29475",Canada,2025-01-11 09:44:04.596483,3239.71,Canada,913,27,Medium,100000913,Fixed Deposit,Online,Active,62790.74,USD
479,Lauren Pacheco,"23840 Flores Branch, Zunigamouth, MO 16675",India,2025-04-19 14:52:04.670490,4987.87,India,479,219,High,100000479,Current,ATM,Closed,96960.95,CAD
372,Steven Morales,"39921 Jason Common Suite 854, Williamsmouth, MO 92239",India,2025-04-02 15:23:04.310858,2401.99,India,372,85,Low,100000372,Savings,ATM,Active,2803.96,CAD
494,Ann Cobb,"313 King Field, Georgeville, GA 13317",India,2024-08-16 10:18:04.402128,705.47,India,494,993,Low,100000494,Current,Branch,Active,19623.99,INR
963,Danielle Rodriguez,"1962 Joshua Bypass, East Rebecca, NM 17537",Germany,2025-04-16 22:46:04.321811,3481.34,Germany,963,274,High,100000963,Fixed Deposit,Branch,Active,25289.56,USD
703,Kathy Moore,"169 Kimberly Field, North Veronicamouth, CO 64034",USA,2025-02-28 00:25:04.168193,1242.78,USA,703,168,Low,100000703,Fixed Deposit,Branch,Inactive,34323.82,USD
586,Richard Diaz,"5176 Fields Gardens Suite 212, South Kimberly, TN 09300",Germany,2024-06-13 14:16:04.099189,4978.36,Germany,586,139,Medium,100000586,Fixed Deposit,Branch,Closed,24774.42,CAD
991,Casey Hill,"241 Dustin Hills, West Joyce, HI 87855",India,2024-06-21 09:03:04.318786,1643.8,India,991,389,High,100000991,Savings,Branch,Active,80142.17,GBP
960,Chris Hughes,"787 Tiffany Trail, Anthonyfort, MD 88977",Canada,2025-04-21 17:08:04.100524,1626.49,Canada,960,825,Low,100000960,Fixed Deposit,ATM,Closed,74065.33,CAD
852,Denise Garcia PhD,"Unit 7392 Box 9789, DPO AE 74787",USA,2025-01-22 21:47:04.415385,2855.74,USA,852,158,High,100000852,Fixed Deposit,Branch,Closed,75246.09,CAD
121,Emma Harvey,"5426 Emily Alley, Hernandezfurt, AL 48842",Germany,2025-01-23 19:44:04.638228,3707.09,Germany,121,903,High,100000121,Fixed Deposit,Mobile,Closed,80936.58,GBP
915,Thomas White,"311 Hill Landing Suite 888, West Joseph, TX 69268",USA,2024-07-12 22:39:04.317288,4161.51,USA,915,56,Low,100000915,Savings,Online,Inactive,55652.67,INR
540,Melinda Mccormick,"65056 Bradley Square, Port Joseph, AL 11513",Germany,2024-11-16 10:19:04.158770,237.17,Germany,540,350,Low,100000540,Savings,Online,Closed,13786.78,INR
347,Brian Riley,"544 Patterson Road, Port Ericbury, WY 80307",UK,2024-06-30 12:38:04.538043,3927.23,UK,347,535,High,100000347,Current,ATM,Closed,63874.27,GBP
236,Eugene Anderson,"8827 Manning Courts Suite 060, South Coreyshire, AK 70696",USA,2025-04-23 06:21:04.204637,4182.6,USA,236,340,Medium,100000236,Fixed Deposit,Branch,Closed,72522.76,USD
310,James Howard,"0404 Miles Summit Apt. 206, Port John, WY 07541",Canada,2024-12-27 20:46:04.093429,3419.56,Canada,310,234,High,100000310,Savings,ATM,Active,27812.39,EUR
92,William Mullins,"16199 Julie Extension, Jeffreyburgh, NE 24404",USA,2025-06-03 07:53:04.401068,416.47,USA,92,160,Medium,100000092,Current,ATM,Active,71611.23,EUR
190,Michael Flores,"084 Jennifer Bridge Apt. 634, Andrewtown, NE 47448",Germany,2025-04-11 16:58:04.172215,3905.17,Germany,190,534,Low,100000190,Current,Online,Inactive,24943.38,USD
517,Carolyn Kennedy,"0622 Jacqueline Mills Apt. 935, New Randallstad, UT 38853",Canada,2024-08-19 05:21:04.433868,839.08,Canada,517,518,Medium,100000517,Current,Online,Active,38269.87,GBP
218,Kathryn Vasquez,"97231 Tiffany Pine, Robertsstad, MD 92179",India,2025-04-10 09:16:04.327466,3342.31,India,218,918,High,100000218,Current,ATM,Active,74902.65,GBP
853,Jeffrey Travis,"USS Hutchinson, FPO AE 31955",Germany,2025-03-19 08:53:04.118086,227.96,Germany,853,661,Low,100000853,Savings,Online,Active,21780.65,GBP
484,Brian Davidson,"162 Mullen Estate Apt. 425, Barbermouth, VI 98951",India,2024-07-20 11:34:04.014191,3741.25,India,484,793,Medium,100000484,Savings,ATM,Inactive,63128.25,EUR
542,Molly Burke,"5009 Ramirez Creek Apt. 906, Joshualand, MT 88348",UK,2024-08-08 02:29:04.372240,2345.39,UK,542,914,Medium,100000542,Savings,Online,Active,61011.29,INR
454,Danielle Torres,"399 Olson Greens Apt. 606, Leburgh, SD 85719",UK,2024-08-23 05:55:04.643136,45.49,UK,454,844,Medium,100000454,Savings,Online,Active,90729.08,USD
767,Kerry Arnold,"8697 Alexander Knolls Apt. 198, Gabrielbury, WY 40004",USA,2024-10-30 14:23:04.208083,708.77,USA,767,777,Low,100000767,Fixed Deposit,ATM,Active,76483.41,GBP
135,Allison Simmons,"57638 Wilson Junctions Apt. 839, New Matthew, WV 02512",India,2025-03-23 16:28:04.400477,4830.9,India,135,787,Low,100000135,Fixed Deposit,ATM,Active,94348.06,GBP
234,Sarah Dixon,"9764 Kylie Orchard Apt. 807, New Dustinburgh, MN 36157",USA,2024-11-26 12:28:04.597002,4185.5,USA,234,404,High,100000234,Fixed Deposit,Online,Active,49759.25,EUR
326,Joanne Wilson,"1688 Dominguez Estates, Laurashire, CT 16247",India,2024-11-15 07:51:04.231361,436.59,India,326,350,Low,100000326,Fixed Deposit,Online,Active,74051.79,GBP
343,Robert Bennett,"0902 Holmes Ridge, Sarahmouth, IL 69733",India,2024-10-16 14:30:04.306882,1566.67,India,343,481,Medium,100000343,Current,Branch,Active,18146.99,USD
979,Jason Todd,"PSC 3004, Box 7197, APO AA 29073",USA,2025-05-31 03:38:04.110782,2006.29,USA,979,849,Low,100000979,Savings,Mobile,Active,50140.26,GBP
322,Alan Brown,"564 David Mall, East Paula, KY 66481",Canada,2024-09-24 23:47:04.450678,1429.14,Canada,322,502,Medium,100000322,Savings,Mobile,Active,71745.0,INR
958,Chelsea Trujillo,"650 Stacy Terrace, Joefurt, DE 03793",USA,2024-07-30 19:16:04.250819,3022.25,USA,958,585,Low,100000958,Current,Online,Closed,5649.63,INR
627,Sherry Jones,"131 Orozco View, South Kylebury, OH 48257",Canada,2024-11-27 01:01:04.103411,572.64,Canada,627,562,High,100000627,Savings,Branch,Inactive,46790.94,INR
584,Lindsay Sandoval,"Unit 9968 Box 8546, DPO AE 62291",UK,2024-11-08 11:07:04.125476,1577.51,UK,584,331,Low,100000584,Savings,Online,Closed,33546.41,EUR
872,Susan Buckley,"36890 Tracey Fort Suite 098, West Ryan, CO 26520",USA,2024-09-22 05:36:04.639268,1555.89,USA,872,179,Medium,100000872,Savings,Online,Inactive,27803.72,EUR
155,Danielle Olson,"37203 Wendy Extension Suite 789, South Blake, VI 14607",India,2024-10-06 16:16:04.359056,4806.18,India,155,702,Low,100000155,Fixed Deposit,Mobile,Active,98579.39,GBP
677,Michelle Barrera,"37949 Mary Path, East Waltermouth, MH 72636",UK,2025-04-06 23:25:04.430885,4798.73,UK,677,481,Low,100000677,Savings,Online,Closed,12091.85,USD
932,Dana Alvarez,"1847 Antonio Knolls, West Jeffrey, KY 77805",USA,2024-09-06 11:05:04.320782,2619.43,USA,932,940,High,100000932,Fixed Deposit,Branch,Active,83658.09,USD
976,Luke Richards,"16354 Pamela Fields Suite 014, Lake Dwayneland, ND 66557",Canada,2025-04-15 10:48:04.352146,1085.4,Canada,976,137,Low,100000976,Fixed Deposit,Branch,Inactive,26964.14,USD
611,Jennifer Jones,"248 White Parks, Port Jamesfort, AL 91229",India,2025-03-29 03:33:04.368115,4986.37,India,611,288,Low,100000611,Savings,Branch,Closed,4891.9,INR
930,Michael Carter Jr.,"80401 Kelly Hollow, Stuartmouth, NE 48286",USA,2025-03-23 14:32:04.319266,3387.21,USA,930,269,High,100000930,Current,Branch,Closed,26530.88,INR
772,Michael Lee,"0527 Maddox Shores Suite 068, Kempborough, IA 69066",UK,2024-12-13 11:17:04.671029,2761.62,UK,772,534,Low,100000772,Fixed Deposit,Online,Active,84798.78,EUR
245,Kenneth Williams,"6480 Lee Ridges Apt. 030, New Zachary, TX 06864",USA,2024-11-11 13:27:04.072361,947.28,USA,245,466,Medium,100000245,Current,ATM,Inactive,2530.21,CAD
744,Stephen Ruiz,"4914 Tyrone Viaduct, Jamiebury, KY 62632",India,2024-09-12 11:06:04.391491,3982.5,India,744,855,Medium,100000744,Current,Branch,Closed,50769.32,USD
480,Haley Douglas,"902 Morris Drives Suite 648, Smithbury, LA 73823",UK,2025-05-04 23:13:04.065889,1399.25,UK,480,91,Medium,100000480,Fixed Deposit,ATM,Active,52786.69,CAD
195,Mary Adkins,"55962 Isaiah Roads, North Haleyborough, AR 98182",UK,2024-09-03 14:27:04.020056,4629.11,UK,195,995,Medium,100000195,Current,Online,Closed,34563.95,CAD
462,Jason Miller,"09971 Brittany Run, Alexside, AR 45796",Germany,2025-02-19 10:56:04.128481,1605.11,Germany,462,14,Low,100000462,Savings,Online,Active,65271.82,GBP
225,Angel Kent,"93343 Bailey Creek, Apriltown, WI 20592",UK,2024-10-12 08:51:04.413259,1953.28,UK,225,570,Medium,100000225,Fixed Deposit,Mobile,Active,27255.03,CAD
77,Roger Krause,"8118 Johnson Ridge, North Larryview, AK 00624",USA,2024-10-11 08:47:04.377726,2813.0,USA,77,642,Low,100000077,Savings,Online,Inactive,77355.76,USD
290,Stephanie Phillips,"00086 Kevin Motorway, East Stacey, WY 01189",UK,2024-07-14 08:10:04.164493,4447.4,UK,290,454,High,100000290,Savings,Mobile,Active,59492.49,INR
950,Derek Cochran,"90985 Cook Loaf Suite 218, Harrisberg, NV 96152",Canada,2025-04-12 16:15:04.126772,3848.94,Canada,950,207,Medium,100000950,Fixed Deposit,Online,Active,60143.9,INR
539,Tanner Mathis,"33882 Jackson Brooks Suite 852, West Tina, DC 46209",India,2025-04-20 23:49:04.538553,4046.73,India,539,509,Low,100000539,Current,Online,Inactive,45603.87,GBP
574,Nicole Friedman,"9698 John Inlet, Hesterbury, AL 33006",India,2024-06-16 06:39:04.566170,2655.12,India,574,465,High,100000574,Savings,Online,Closed,62586.58,EUR
264,Lynn Lyons,"USNS Yang, FPO AP 14566",UK,2024-09-15 05:22:04.650386,2224.14,UK,264,735,High,100000264,Current,ATM,Active,52314.64,CAD
363,Laurie Zavala,"43704 Robinson Freeway, Walterschester, MA 70080",UK,2024-10-15 08:49:04.296036,916.82,UK,363,881,Low,100000363,Savings,Branch,Active,46367.04,INR
843,Ruth Leonard,"21631 Yates Springs Apt. 745, New Autumnborough, TN 91394",India,2025-05-08 14:29:04.380497,2087.48,India,843,754,High,100000843,Fixed Deposit,ATM,Inactive,18625.56,USD
663,Brian Stewart,"5168 Allison Lodge Apt. 529, Rodgersstad, MO 15269",India,2024-12-04 02:44:04.036023,520.9,India,663,284,High,100000663,Fixed Deposit,ATM,Closed,60971.71,INR
757,Carla Lewis,"40654 Morales Motorway, East Ricardo, VI 70317",Canada,2024-07-21 02:20:04.190233,3046.72,Canada,757,296,Medium,100000757,Savings,Mobile,Inactive,62387.2,CAD
415,Ethan Salazar,"821 Armstrong Union Suite 620, South Stephanie, LA 75841",UK,2024-08-11 09:46:04.579312,503.04,UK,415,379,Low,100000415,Fixed Deposit,Branch,Closed,63551.88,GBP
895,Amanda Gutierrez,"3349 Short Flat Apt. 146, Phyllisberg, CO 35390",Canada,2024-09-27 03:33:04.590146,4299.2,Canada,895,469,Low,100000895,Fixed Deposit,Mobile,Closed,67140.43,INR
824,Andrew Rivera,"126 Alan Ridges Suite 457, Lake Sandramouth, CA 82286",UK,2025-04-26 03:24:04.109503,3444.96,UK,824,339,Medium,100000824,Fixed Deposit,ATM,Active,40418.7,INR
381,Adam Edwards,"4934 Harris Ferry, Port Gabriellefort, GU 03068",UK,2025-03-15 22:44:04.517536,4089.59,UK,381,662,High,100000381,Savings,Mobile,Inactive,12698.32,GBP
430,Thomas Brown,"16627 Erica Roads Apt. 394, South James, AR 89462",Canada,2024-08-12 16:06:04.031874,3726.17,Canada,430,203,Medium,100000430,Fixed Deposit,ATM,Closed,12589.63,INR
604,Brian Rodriguez,"50723 Neal Crossing Apt. 445, West Davidmouth, AS 75834",UK,2024-07-14 15:03:04.123277,1056.66,UK,604,1,Medium,100000604,Fixed Deposit,Mobile,Inactive,9781.55,CAD
653,Carol Long,"593 Nathaniel Isle Suite 551, Joshuamouth, SC 42801",USA,2024-12-28 13:22:04.464262,341.5,USA,653,664,Low,100000653,Current,Online,Active,59097.27,USD
30,Jonathan Morgan,"5705 David Corner Suite 648, Lake Christina, AR 65768",Germany,2024-07-20 21:03:04.460975,4052.44,Germany,30,784,Low,100000030,Current,Online,Closed,5598.59,INR
483,Joe Gilbert,"506 Joshua Center Suite 700, Gonzalesborough, IA 70424",USA,2024-06-26 15:29:04.232333,1323.61,USA,483,945,Medium,100000483,Savings,Branch,Active,45999.57,GBP
198,Kathryn Wilson,"PSC 4134, Box 3569, APO AA 78790",India,2024-07-29 21:11:04.218566,4972.24,India,198,438,Medium,100000198,Savings,ATM,Closed,89813.92,USD
566,Kelly Walker,"810 Kramer Port Apt. 594, East Teresastad, SC 22871",Germany,2024-09-04 01:14:04.151244,3125.85,Germany,566,215,Medium,100000566,Savings,ATM,Inactive,59401.85,EUR
919,Charles Robinson,"81951 Sanchez Spurs, Barnesview, CT 87738",Germany,2025-03-24 11:10:04.354780,4668.46,Germany,919,212,Low,100000919,Savings,Branch,Closed,76596.97,INR
159,Theresa Collins,"02791 Todd Mount, Pattersonchester, KY 35541",UK,2025-02-05 18:14:04.541939,2926.73,UK,159,826,High,100000159,Current,Mobile,Closed,24526.12,CAD
130,John Stewart,"57378 Allen Glens Suite 909, Port Felicia, AK 22396",India,2025-05-10 05:04:04.385474,2705.42,India,130,284,High,100000130,Current,ATM,Closed,51563.98,USD
631,Kevin Scott,"84850 Erin Route, Port Benjamin, CA 98881",Canada,2024-09-06 07:27:04.614947,1469.12,Canada,631,445,High,100000631,Current,Branch,Closed,71621.61,GBP
